,content,sentimen
1426,"Banyak tim yang dapet role yang sudah disediakan tapi tidak bisa bermain dengan benar, menyusahkan sangat menyusahkan,tidak adil antara tim dan juga musuh, terlalu jauh perbedaannya,sama seperti moba sebelah kalau begini",0.0
1427,Keren skin gratis semua 🗿,1.0
1428,Gak guna gamenya,0.0
1429,"Game gak jelas masa pas mau main,mau pencet cari lawan ajh susah bat ngelagnya minta ampun tapi kalo udah di game mah padahal aman"" ajh gak ngelag sama sekali",0.0
1430,Sangat Bagus,1.0
1431,Pertarungannya seru dan menghibur banget,1.0
1432,"Game ramah dan tidak pelit, tidak seperti di game sebelah😁👍",1.0
1433,Kontrolnya mantap dan responsif,1.0
1434,Game tolol ampas di kasih tim gak bisa main,0.0
1435,bagus dan ringan,1.0
1436,Game ini benar-benar mantap!,1.0
1437,"grafik bikin sakit mata,kata kata hero nya mmg asik tapi tolong ramah sedikit ya?siapa tau ada anak kecil yang bermain game ini🙏🙏",0.0
1438,"pembagian match tidak seimbang, selalu berat sebelah, padahal baru rank awak tapi lawan udah tier atas",0.0
1439,game sangat baguss wajib kalian downlond,1.0
1440,Dark sistem di biarin di report malah nggak ke deteksi,0.0
1441,permainan ny bagus,1.0
1442,Plagiat ml,0.0
1443,Tidak bisa top up di dalam game👎,0.0
1444,mantap game ya,1.0
1445,Gak bisa masuk,0.0
1446,keren banget,1.0
1447,Permainan babi gak enak dimain kan,0.0
1448,mantap deh pokoknya.,1.0
1449,Game kerennn,1.0
1450,Event dalam game sangat menghibur,1.0
1451,Game baik,1.0
1452,"Lebih Bagus Dari Pada Moba legend, Skin Banyak Gratis, Bukan kayak ML Pelit Amat Sama Mahal Banget buat Top up",1.0
1453,Game ini benar-benar mantap!,1.0
1454,Bagus sangat,1.0
1455,Sangat menghibur dan tidak membosankan,1.0
1456,"Gua udah muak ya lu kalo kasih lawan yg setara dong gua ini masih di rank rendah masa musuh kuat banget ke pro player, mending cuma ketemu ya cuma di ranked aja ini di klasik juga ah sudahlah mending ku uninstall saja mungkin kita memang Tidak di takdirkan bersama sampai jumpa",0.0
1457,game bagus,1.0
1458,cukup menghibur,1.0
1459,sangat bagus,1.0
1460,Sangat menghibur dan tidak membosankan,1.0
1461,Burik suka tiba tiba black screen,0.0
1462,Stuck loading di 18% game gagal,0.0
1463,game masih patah patah dan control analog masih belum bisa diam di tempat,0.0
1464,Pertarungannya seru dan menghibur banget,1.0
1465,Game sangat bagus,1.0
1466,game yg sangat seru,1.0
1467,Developer sangat oke dalam update,1.0
1468,Pertarungannya seru dan menghibur banget,1.0
1469,Event dalam game sangat menghibur,1.0
1470,gamenya sangat seru,1.0
1471,game baik,1.0
1472,kren abis,1.0
1473,sangat seru,1.0
1474,Luar biasa tencent,1.0
1475,bagus banget,1.0
1476,"mantap,game ringan",1.0
1477,Sangat menghibur dan tidak membosankan,1.0
1478,Pertarungannya seru dan menghibur banget,1.0
1479,Gamenya sangat bagus untuk dimainkan,1.0
1480,"Bagus banget, saya suka sekali",1.0
1481,Komunitasnya aktif dan bagus sekali,1.0
1482,Sangat bagus,1.0
1483,"Gamenya menyenangkan dan efek game nya bagus banget, juga game ini baik banget buat para player karna memberikan banyak Hero dan skin gratis 610838 masukin kode ini di proyek partner buat dapetin hadiah menarik",1.0
1484,Game nya enak daripada mlbb.,1.0
1485,Game jelek stun nya ga ngotak,0.0
1486,Publik banyak yg tidak ramah dan tidak tau cara main saya dikatain lalu saya disuruh bermain game sebelah,0.0
1487,"bagus, grafis tidak berat saat dimainkan",1.0
1488,MANTAP POKOKNYA! 🗣️,1.0
1489,Komunitasnya aktif dan bagus sekali,1.0
1490,game keren banyak hero+skin gratis gk kayak sebelah,0.0
1491,Gem plagiat,0.0
1492,Sangat membantu👍,1.0
1493,game nya cukup bagus,1.0
1494,Sama saja game yang nggak jelas mach nya tim bot mulu bego sama kaya mll gak jelas,0.0
1495,"Buset ni geme keren bet, dari segi gravik nya aja udah wah banget, pokoknya mah ni geme keren lah",1.0
1496,Sejauh ini HOK sangat bagus sih dari pada game buatan si moonton itu,1.0
1497,bagus bangett,1.0
1498,game bagus grafis bagus semuanya bagus,1.0
1499,Event dalam game sangat menghibur,1.0
1500,Sistem pembagian tim yang tidak seimbang,0.0
1501,Servernya buruk dan sering error,0.0
1502,"Game nya seru, dan ga ada dark sistem",1.0
1503,Hero-nya beragam dan sangat menghibur,1.0
1504,Game burik,0.0
1505,Keren banget,1.0
1506,game plagiat bangga lu baru terbit dah belagu bae najiss,0.0
1507,Game yang sangat unik dan bagus,1.0
1508,Keren lah,1.0
1509,Banyak derak sitemya kalah Mulu,0.0
1510,Pertarungannya seru dan menghibur banget,1.0
1511,Reward harian sangat menghibur dan menarik,1.0
1512,Sistem pertarungan sangat oke dan adiktif,1.0
1513,Ngak masuk akal ini game gua baru naik diamond di kasih team drak system mulu ( team maen bot) males maen game ini awal doang di kasi team yang bagus² 🥲,0.0
1514,Tolol niru mobile lejend ide mahal bos,0.0
1515,Gamenya sangat bagus untuk dimainkan,1.0
1516,Game ini sangat oke dan seru,1.0
1517,"lebih baik dari ml, gaada DARKSISTEM dan kalo ngereepot orang hukuman nya beneran berat ga kaya di ml ap coba cuma nurunin kredit skor",1.0
1518,Game ini benar-benar mantap!,1.0
1519,Gamenya gak jelas masa kalah satu turun bintang 3 padahal itu saya nasi di platinum loh ini game tolong di beneran napah udh jaringan naik turun lumayan kecewa lah,0.0
1520,"ketika memainkan game, selalu disandingkan dengan tim yang terlalu hebat untuk dilawan. sedangkan teman di tim saya berisikan dark sistem. mohon sekali untuk Level Infinite, TIMI dan para staff-staff yang bersangkut pautan untuk memperbaiki sistem ini. sangat MERESAHKAN.",0.0
1521,Sistem pertarungan sangat oke dan adiktif,1.0
1522,Game nya ngak lancar setiap saya masuk heronya ngak mau gerak . Gamenya gestak bangat,0.0
1523,Terlalu banyak aturan,0.0
1524,sangat bagus,1.0
1525,"Player nya banyak beban, game play juga kurang bagus, pergeseran map kurang respon, gambarnya juga gelap",0.0
1526,Jelek udh mah niru malah banding bandingi ml gak tau diri apa yang buat game nya halah bilang aja suman bisa niruin apa gak punya akal udah deh jangan merasa paling bagus disini lebih bagusan ml dibanding honor of king enakan dibandingin balik 😏🤪,0.0
1527,sejauh ini sudah dPat lebih dari 10 hiro gratis. mantep bngt HOK,1.0
1528,bagus bgt menyenangkan dan puas,1.0
1529,Mantap!!!!! seru sekali,1.0
1530,Gamenya bagus:),1.0
1531,"masi ada kakunya dikit,di ahir sesi ramaikan pecahan turet",0.0
1532,Event dalam game sangat menghibur,1.0
1533,Gamenya sangat bagus untuk dimainkan,1.0
1534,oke mantap,1.0
1535,Game burik pelagiat juga,0.0
1536,udah di bilangin perbaikin jaringan nya malah di burikin mending game sebelah ml.jaringan nya bagus ndak kayak gini.kalo ml jaringan nya burik langsung di perbaiki ini udah di bilangin malah di biarin.,0.0
1537,Ayolah Tencent masa gua 1minggu main di kasi dari dark system mulu gimana nggk berpindah haluan kalo kekgini,0.0
1538,"matching gak ngotak , dark sistem nya lebih parah dari MLBB , lawak banget",0.0
1539,Event-eventnya sangat oke dan menarik,1.0
1540,Sangat oke untuk dimainkan setiap hari,1.0
1541,Pas mau end tiba tiba jaringan terputus padahal jaringan gua baik baik aja permainanya juga gk keitung myesel gua main game ini🤬,0.0
1542,Reward harian sangat menghibur dan menarik,1.0
1543,gamenya bagus,1.0
1544,"game nya keren, ga kaya game sebelah🤫",1.0
1545,gamenya bagus,1.0
1546,menyenangkan game ini,1.0
1547,game baik,1.0
1548,jauh lebih seru ini daripada mobile legend,1.0
1549,Game tolol mach making gak seimbang mach room lag lagi🤬🤬,0.0
1550,Keren parahh,1.0
1551,game bagus,1.0
1552,Reward harian sangat menghibur dan menarik,1.0
1553,lebih seru daripada ml,1.0
1554,game nya keren,1.0
1555,"heronya kurang banyak, dan efek skill terlalu ramai, experience bermainnya jadi terganggu",0.0
1556,mantap gamenya👍🏻👍🏻👍🏻,1.0
1557,Game baik ⭐⭐⭐⭐⭐,1.0
1558,"Mantapp gamenya seru dan gak ada dark sistem udah main berkali kali aman bahkan sampai dapat mvp berkali kali,moga game ini terus berkembang menjadi lebih baik lagi aamiinn",1.0
1559,game nya gak seru,0.0
1560,"game nya enteng, reward nya juga memuaskan, yaa pokoknya keren laaa semangat ya HOK kembangin gamenya menjadi lebih baik lagii👍🏼✨🗿",1.0
1561,"Buruk se Buruk nya ngasih team buta map buta lane gak kompak,gitu aja terus, pokoknya win di game ini cuma hoki karna dikasih team yang tidak jelas",0.0
1562,"Gaje, banyak dark sistem",0.0
1563,Game nya bagus tpi kurang aja di ping nya ngelag mulu aku udh muter² sana sini ttp sama aja masalah ping/jaringannya,0.0
1564,"Tolong untuk developer nya ping dalam game nya tolong di perbaiki karna ping nya sering merah ,,padahal jaringan bagus dan stabil",0.0
1565,Sangat bagus🥇🏅🎖️🏆,1.0
1566,mantap game play nya dan juga efeknya tidak pelit,1.0
1567,lebih bagus dari ml mantap,1.0
1568,Game plagiat ml,0.0
1569,Game nya seru,1.0
1570,Game moba dengan banyak skin gratis tapi dengan visual grafik yg oke dan hero yg lumayan banyak,1.0
1571,Sangat oke untuk dimainkan setiap hari,1.0
1572,Perbaiki matchmakingnya masak berturut2 saya di kasi tim sampah yg ga bisa main,0.0
1573,Kontrolnya mantap dan responsif,1.0
1574,Bagus. Aku suka gem nya,1.0
1575,"lumayan,tapi suka ada masalah di jaringan",0.0
1576,bagusss grafisnya mantap,1.0
1577,Gameplaynya mantap dengan strategi tinggi,1.0
1578,Pertarungannya seru dan menghibur banget,1.0
1579,"Game burik ga jelas eww, grafik jelek, loby nya ngeleg parah, game aneh, bikin hp cepat panas",0.0
1580,permainannya bagus,1.0
1581,ni game kerennnn,1.0
1582,bagus banget,1.0
1583,permainan luar bias,1.0
1584,Game nya bagus cocok untuk kita yang bisa sabar,1.0
1585,ga kikir kaya MLBB,1.0
1586,Hero-nya beragam dan sangat menghibur,1.0
1587,Geme plagiat gk ada tas tas burikk masih mendi ff ama ml 😭😭😭🧏🤫,0.0
1588,Game yang sangat seru layak dicoba,1.0
1589,"Bagus banget, saya suka sekali",1.0
1590,terbaik versi saya,1.0
1591,Game ini benar-benar mantap!,1.0
1592,Permainan yang sangat bagus!,1.0
1593,Paalagiat asu,0.0
1594,"Tolong diringanin lgi ya,biar lancar mainnya,sama perbaiki kalu liat map itu agak leg",0.0
1595,Skill hero sangat bagus dan unik,1.0
1596,Game Lemot bangetttttttttt,0.0
1597,banyak skin keren gratis,1.0
1598,Burik mending Mlbb👍😜,0.0
1599,game terbaik,1.0
1600,keren gm bagus banyak hadiah gratis,1.0
1601,Sangat oke untuk dimainkan setiap hari,1.0
1602,game nya enak banget baru pertama kali coba langsung dapet skin,1.0
1603,anti kikir,1.0
1604,Banyak menggunakan ruang and loding yg sangat lama,0.0
1605,seru suka banget,1.0
1606,gem nya seru bgt,1.0
1607,gamenya bagus dan ringan,1.0
1608,honor of kings ada dark sistem,0.0
1609,kurang hd☺️,0.0
1610,geme yang seru,1.0
1611,Bagus buat pemula 😅😅😅,1.0
1612,Game nya lumayan,1.0
1613,sangat bagus,1.0
1614,mantap game ini Lo,1.0
1615,Lebih keren dari mlbb bang bang,1.0
1616,Sinyal bagus tapi pas main ngeleg parah udah gitu grafik nya kurang bagus,0.0
1617,Skill hero sangat bagus dan unik,1.0
1618,Efek suaranya mantap dan keren,1.0
1619,Game nya sangat bagusss!!!. Grafik yang sangat bagus untuk game mobile. Yg bikin betah di game ini karena banyak ngasih skin/Hero gratis yg bikin ni game baik bangett!!,1.0
1620,Gamenya sangat bagus untuk dimainkan,1.0
1621,Game ini benar-benar mantap!,1.0
1622,Grafiknya bagus dan memukau,1.0
1623,Hapus ga game ini,0.0
1624,Kontrolnya mantap dan responsif,1.0
1625,Seru banget sama gampang,1.0
1626,grafik bagus,1.0
1627,Pertarungannya seru dan menghibur banget,1.0
1628,Game ini benar-benar mantap!,1.0
1629,Sangat menghibur dan tidak membosankan,1.0
1630,Pengaturan joystick tetap gak ada kocak dan aimnya sudah di centang target terdekat masih incar musuh yang jauh,0.0
1631,baik sangat,1.0
1632,Minimal app gak leg msk disuruh pakek paketan muluh pakek wifi gelek parah anjir 😭😭😭😭,0.0
1633,game nya lumayan seru,1.0
1634,Game ga jelas kaku bngt mending ml,0.0
1635,Developer sangat oke dalam update,1.0
1636,game nya bagus orang orang nya Ramah ramah,1.0
1637,Event dalam game sangat menghibur,1.0
1638,seru banget,1.0
1639,"hok ga punya hati, cuma bisa copy game sebelah, kalau ga punya ide ga ush bikin game, kocak bgt sih, hok ga punya otak, ga mikirin moonton, lawak kau deck deck",0.0
1640,Ngikutin ml😂,0.0
1641,mantap ayo gas main,1.0
1642,Grafiknya bagus dan memukau,1.0
1643,Mantap gak kaya ML dark sistem,1.0
1644,mantab bet dah,1.0
1645,lumayan lah,1.0
1646,Update terbaru membuatnya lebih mantap,1.0
1647,Gak di ml gak di hok semuanya pasti di kasih tim yang buta map,0.0
1648,kurang ngerti aja,0.0
1649,dark sistemnya bikin jijik,0.0
1650,gak bisa dibuka selalu macet pas loading,0.0
1651,"Sumpah Game Ini bagus Banget, gak bisa bilang apa apa lagi kasih b 5 dah rekomendet buat game moba satu ini",1.0
1652,oke dah mantap,1.0
1653,amati tiru plek ketiplek,0.0
1654,Game ini tidak bagus banyak dark sistem,0.0
1655,Banyak lag saat bermain,0.0
1656,games yg sangat baik,1.0
1657,Jiplak muntun,0.0
1658,Game ini sangat jelek dan membosankan,0.0
1659,Banyak bug jaringan,0.0
1660,"seru banget game nya, aku sukaa",1.0
1661,lebih bagus dari pada mobel legend,1.0
1662,copasss najiesss,0.0
1663,kendala hanya di jaringan saja yg masih kurang stabil,0.0
1664,Game terbaik dari pada game sebelah,1.0
1665,Isinya dark sistem semua anjengg...,0.0
1666,sangat bagus,1.0
1667,Event dalam game sangat menghibur,1.0
1668,Event-eventnya sangat oke dan menarik,1.0
1669,Sangat oke untuk dimainkan setiap hari,1.0
1670,seru an ml,0.0
1671,"Keluhan : gameplay yg tiba tiba keluar sendiri padahal jaringan wifi dan RAM handphone kuat dan stabil, suka tiba tiba kaga bisa bergerak karna sinyal berwarna kuning dan kesan gameplay pertandingan yang sedikit kaku, ditambah lagi matchmaking yang terlalu lama menunggu lawan pertandingan. Mohon untuk tim HOK lebih bisa memperbaiki semua dan menanggapi keluhan dari para pemain HOK, sukses terus untuk HOK",0.0
1672,Event-eventnya sangat oke dan menarik,1.0
1673,Hero-nya beragam dan sangat menghibur,1.0
1674,sangat baik dan seru,1.0
1675,Jangan download game ini kalo kalian gak mau terkena stress,0.0
1676,bagus banget gem nya,1.0
1677,Bagusan honor of Kings dri pada mobile legends,1.0
1678,Semenjak update makin gajelas fiturnya,0.0
1679,Mau login aja lama banget ribet,0.0
1680,keren lahhh,1.0
1681,gamenya gak kalah seru sih dari game sebelah,1.0
1682,game setan,0.0
1683,Update terbaru membuatnya lebih mantap,1.0
1684,Pertarungannya seru dan menghibur banget,1.0
1685,"Game ny buruk,ngikut² ml. bagusan juga ml",0.0
1686,Game ini benar-benar mantap!,1.0
1687,Menarik nih!,1.0
1688,Hero-nya beragam dan sangat menghibur,1.0
1689,Game yang bagus 👍,1.0
1690,game baik,1.0
1691,Developer sangat oke dalam update,1.0
1692,"Bagus banget, saya suka sekali",1.0
1693,Game nya ngikutin mlbb gak seru,0.0
1694,Hero-nya beragam dan sangat menghibur,1.0
1695,seru banget,1.0
1696,Benerin matchmakingnya,0.0
1697,Lebih baik ml ini game burik Bontang 1,0.0
1698,aku kasih bintang 2 karena bug jaringan,0.0
1699,Update terbaru malah bikin lag,0.0
1700,Game nya sangat bagus,1.0
1701,jelek bagusan juga ml dari pada ini jelek asu,0.0
1702,geme nya bagus gk kalah Ama game sebelah,1.0
1703,Grafiknya bagus dan memukau,1.0
1704,game nya bagus,1.0
1705,game ini sangat terbaik dan tidak pelit skin,1.0
1706,game nya bagus bgt ☺,1.0
1707,Reward harian sangat menghibur dan menarik,1.0
1708,Sangat oke untuk dimainkan setiap hari,1.0
1709,game ga guna,0.0
1710,Gameplaynya monoton dan membosankan,0.0
1711,Apalah ini co semenjak rilis server global udh ga jadi kompetitif lagi byk orang baru maen lgsg rank platinum gw mati Matian naikin rank ini baru maen lgsg rank tinggi pada bodoh pula maennya benerin lah match making nya Tencent hadeh😡🤬,0.0
1712,"Ping gak stabil, mohon di teliti lebih lanjut 😒",0.0
1713,Hero-nya beragam dan sangat menghibur,1.0
1714,Event dalam game sangat mengecewakan,0.0
1715,Bagus banget ada skin gratis lagi,1.0
1716,Agak delay,0.0
1717,"Bagus banget, saya suka sekali",1.0
1718,"Game aneh jaringan bagus di apk lain pas main game ini malah lag parah afk kan jadinya kapok""",0.0
1719,Game ini sangat oke dan seru,1.0
1720,Developer sangat oke dalam update,1.0
1721,"gw main temu dark sistem mulu, minimal temuin tim yang sepantar lah biar adil, Orang-orang main pada win streak karena tim bagus, lah gw lose treak karena dapet tim sampah. mulai saat ini gw ga mau main game ini lagi",0.0
1722,grafik nya sangat bagus,1.0
1723,tolong grafikknya di bagusin lagi,0.0
1724,makin ke sini makin lag dah ni game,0.0
1725,Game nya bagus banget,1.0
1726,Matchmaking sangat buruk dan tidak adil,0.0
1727,game nya asik banget,1.0
1728,"Bagus banget, saya suka sekali",1.0
1729,game nya seru,1.0
1730,Sangat menghibur dan tidak membosankan,1.0
1731,lumayan bagus,1.0
1732,game baik banyak skin gratis,1.0
1733,ok sih,1.0
1734,Game moba paling keren ini...,1.0
1735,lumayan bagus la ya,1.0
1736,Game nya sangat bagus,1.0
1737,bagusan ini dari pada moba lain,1.0
1738,Ngelek Mulu t4i,0.0
1739,luar biasa,1.0
1740,terbaik lah,1.0
1741,Seru sekali,1.0
1742,"Game nya bagus banget di kasih banyak skin gratis,ga kaya moba sebelah moba kikir",1.0
1743,"Game apaan, baru masuk langsung ke luar udh beberapa kali masuk keluar mulu pdhl wifi lancar, Mending main game sebelah/MLBB masuk nya gk ad yg ngelek mlbb mah dri pda hok apaan masuk keluar masuk keluar game apaan yg keluar masuk² 😒😒",0.0
1744,Game ga guna ktanya lebih bagus game lu kok masih nyindir ml?,0.0
1745,kok pas masuk ke room team jadi ngelag banget ya padahal di in game aman aman aja,0.0
1746,Lebih bagus dari pada game kikir sebelah,1.0
1747,keren dan seru,1.0
1748,MANTAP Banget,1.0
1749,game paling bagus,1.0
1750,Efek suaranya mantap dan keren,1.0
1751,game bagus banget dari pada mobile legend 😎👌,1.0
1752,mantap game nya,1.0
1753,game ini lebih bagus dari pada mobile legends bang bang,1.0
1754,Sistem pertarungan sangat oke dan adiktif,1.0
1755,gamenya keren dan bagus banget,1.0
1756,Saya baru bermain beberapa match langsung dapat hadiah yg sangat banyak dari Hero dan skin yg sangat keren dan memukau,1.0
1757,Luar biasa sekali gameplaynya. Banyak skin2 gratis lgi.,1.0
1758,Skill hero sangat bagus dan unik,1.0
1759,game yg bagus daripada ml xixixixi,1.0
1760,Mantap min.,1.0
1761,Game yg bagus,1.0
1762,ini lebih baik dari pada mobile legend,1.0
1763,Game nya mengikuti game mobile legends,0.0
1764,Hero-nya beragam dan sangat menghibur,1.0
1765,Game buruk niru game sebelah huhuh,0.0
1766,mantap boss,1.0
1767,bagus dan seru,1.0
1768,lebih baik daripada game sebelah,1.0
1769,boleh lah,1.0
1770,Jelek suka macet tiap masuk ke pertandingan.,0.0
1771,Match nya kga seimbang mulu buset Dapet tim tier diamond tapi maen kea tier bronze ajg Musuhnya juga kelewat GG,0.0
1772,game nya ramah dan mudah di mainkan sukses terus develop,1.0
1773,Lag nya lebih parah dari ML. Game burik 😂🤣 Terpaksa uninstal 😠😠😠😠,0.0
1774,Developer sangat oke dalam update,1.0
1775,masih sering lag padahal jaringan 4G untuk youtube juga lancar tolong diperbaiki,0.0
1776,Komunitasnya aktif dan bagus sekali,1.0
1777,sukses selalu,1.0
1778,Mantap sejauh ini,1.0
1779,Pertarungannya seru dan menghibur banget,1.0
1780,lebih bagus hok daripada ml,1.0
1781,yg terbaik pokoknya,1.0
1782,Game baik😁,1.0
1783,Gamenya Bagus!!!!,1.0
1784,lebih baik dari mlb,1.0
1785,Bagusan juga mobilegend bang bang,0.0
