index,Content,Preprocessing,Sentimen,Prediksi,Category
1566,"Kalo iklan game emang harus ya nyenggol game sebelah,tolong dong kami user game sebelah tidak pernah tuh menjelek-jelekkan game kalian, Tolong dong rasa respek nya ya Terima kasih","['iklan', 'game', 'emang', 'ya', 'nyenggol', 'game', 'belah', 'tolong', 'user', 'game', 'belah', 'tidak', 'pernah', 'tuh', 'jelek', 'game', 'tolong', 'hormat', 'ya', 'terima', 'kasih']",negatif,negatif,TN
1568,Game yang seru dan menarik,"['game', 'seru', 'tarik']",positif,positif,TP
1569,keren bos,"['keren', 'bos']",positif,positif,TP
1572,Game susah menang saya di kasih team jelek terus kalah sampe 20 kali ada,"['game', 'susah', 'menang', 'kasih', 'team', 'jelek', 'kalah', 'sampe', 'kali']",negatif,negatif,TN
1573,bagus game ny,"['bagus', 'game']",positif,positif,TP
1574,Sangat seru,"['sangat', 'seru']",positif,positif,TP
1575,ok la,"['oke', 'la']",positif,positif,TP
1576,game ini sangat seru,"['game', 'sangat', 'seru']",positif,positif,TP
1577,GAME JELEK BANYAK BOT BEBAN,"['game', 'jelek', 'banyak', 'bot', 'beban']",negatif,negatif,TN
1579,Selamat ya game baik bisa jadi top 1 playstore dan appstore.,"['selamat', 'ya', 'game', 'baik', 'bisa', 'top', 'playstore', 'appstore']",positif,negatif,FN
1581,Sangat bagus💯,"['sangat', 'bagus']",positif,positif,TP
1582,Mantap banget game nya lebih bagus dari game sebelah,"['mantap', 'banget', 'game', 'lebih', 'bagus', 'game', 'belah']",positif,positif,TP
1584,ringan ga berat. kereeen,"['ringan', 'tidak', 'berat', 'keren']",positif,positif,TP
1585,Permainan Sangat Bagus,"['main', 'sangat', 'bagus']",positif,positif,TP
1586,game sangat bagus,"['game', 'sangat', 'bagus']",positif,positif,TP
1587,bagus realistis walau mirip mllbb,"['bagus', 'realistis', 'mirip', 'mlbb']",positif,positif,TP
1590,game baik,"['game', 'baik']",positif,positif,TP
1592,Bagus banget,"['bagus', 'banget']",positif,positif,TP
1593,Berkembang terus HOK,"['kembang', 'honor', 'of', 'kings']",positif,positif,TP
1594,"Tolong di perbaiki, saya sudah punya akun di hok tapi tiba-tiba tidak bisa masuk dan tulisan yang muncul adalah eror","['tolong', 'baik', 'punya', 'akun', 'honor', 'of', 'kings', 'tidak', 'bisa', 'masuk', 'tulis', 'muncul', 'error']",negatif,negatif,TN
1595,mantap,['mantap'],positif,positif,TP
1596,Lebih seru ini dari pada mobile legends,"['lebih', 'seru', 'mobile', 'legends']",positif,positif,TP
1597,Plagiyat wkwk,"['plagiat', 'wkwk']",negatif,negatif,TN
1598,mantap,['mantap'],positif,positif,TP
1599,kerennnnnn,['keren'],positif,positif,TP
1600,game yg sangat bagus,"['game', 'sangat', 'bagus']",positif,positif,TP
1603,Honor of king sangat baik dengan mengirimkan skin gratis kepada saya👍,"['honor', 'of', 'king', 'sangat', 'baik', 'kirim', 'skin', 'gratis']",positif,positif,TP
1607,Bagus,['bagus'],positif,positif,TP
1608,Cukup berat untuk HP spek rendah,"['berat', 'hp', 'spesifikasi', 'rendah']",negatif,negatif,TN
1609,games nya oke.. grafik oke....,"['game', 'oke', 'grafik', 'oke']",positif,positif,TP
1612,gamenya bgus banget keren lu broo,"['gamenya', 'bagus', 'banget', 'keren', 'kawan']",positif,positif,TP
1613,Seru bet anjirrr lebih seru dari game sebalah,"['seru', 'banget', 'anjing', 'lebih', 'seru', 'game', 'seba']",positif,positif,TP
1618,Satu kata jelek,['jelek'],negatif,negatif,TN
1619,Saya sangat cinta game hok,"['sangat', 'cinta', 'game', 'honor', 'of', 'kings']",positif,positif,TP
1620,ngeframe pas di tampat cari Mach gua nunggu 30 menit masih ngerafame,"['ngeframe', 'pas', 'cari', 'match', 'nungu', 'menit', 'ngerafame']",negatif,negatif,TN
1621,aku suka main game ini,"['suka', 'main', 'game']",positif,positif,TP
1622,bagus,['bagus'],positif,positif,TP
1623,Game plagiat,"['game', 'plagiat']",negatif,negatif,TN
1625,menyenangkan g ribet g bikin emosi. ok!!!,"['senang', 'tidak', 'ribet', 'tidak', 'emosi', 'oke']",positif,positif,TP
1626,Oke banyak Hero gratis,"['oke', 'banyak', 'hero', 'gratis']",positif,positif,TP
1629,Sering putus koneksi ke server,"['sering', 'putus', 'koneksi', 'server']",negatif,negatif,TN
1631,Memuaskan para pemain 🥰🥰🥰 semoga jadi gemes no 1 di dunia 🙏,"['muas', 'parah', 'main', 'moga', 'game', 'no', 'dunia']",positif,positif,TP
1632,bagus dan seru,"['bagus', 'seru']",positif,positif,TP
1634,Gem nya ngikutin ml,"['game', 'ngikutin', 'ml']",negatif,negatif,TN
1635,Tolong perbaiki sistem jaringan...sebab jaringan bagus tapi ping sangat tinggi.,"['tolong', 'baik', 'system', 'jariingan', 'jaring', 'bagus', 'ping', 'sangat']",negatif,negatif,TN
1638,mantapp,['mantap'],positif,positif,TP
1641,bagus,['bagus'],positif,positif,TP
1642,Keren,['keren'],positif,positif,TP
1643,"Mekanik nya gak jelas, mending main ml anjim😡😡","['mekanik', 'tidak', 'jelas', 'mending', 'main', 'ml', 'anjing']",negatif,negatif,TN
1644,game ter tolol,"['game', 'ter', 'tolol']",negatif,negatif,TN
1645,mantap moba in8,"['mantap', 'moba', 'in']",positif,positif,TP
1646,"Gamenya bagus , grafik nya juga bagus . Top lah","['gamenya', 'bagus', 'grafik', 'bagus', 'top']",positif,positif,TP
1647,GAME KOK PLAGIAT,"['game', 'plagiat']",negatif,negatif,TN
1648,ok,['oke'],positif,positif,TP
1651,lumayan,['lumayan'],positif,positif,TP
1653,Aku sangat menyukai game ini game ini sangat bagus,"['sangat', 'suka', 'game', 'game', 'sangat', 'bagus']",positif,positif,TP
1657,"Yang kurang adalah matchmaking yang sangat... Saat musuh biasa aja temen gak bisa main,saat temen lumayan jago musuhnya jago banget akir nya hampir gak pernah menang","['matchmaking', 'sangat', 'musuh', 'temen', 'tidak', 'bisa', 'mainsat', 'temen', 'lumayan', 'jago', 'musuh', 'jago', 'banget', 'akir', 'tidak', 'pernah', 'menang']",negatif,negatif,TN
1658,game nya bagus terima kasih Tencent,"['game', 'bagus', 'terima', 'kasih', 'tencent']",positif,positif,TP
1660,"bagus tapi kadang ngelag bahkan ngelag bgt, sampai hapus download terus karna kesal","['bagus', 'kadang', 'ngelag', 'ngelag', 'banget', 'hapus', 'download', 'kesal']",negatif,negatif,TN
1661,Gg gamenya👍🏾 GK kayak mlbb banyak tim bot 😒😒,"['tidak', 'gamenya', 'tidak', 'mlbb', 'banyak', 'tim', 'bot']",positif,negatif,FN
1662,Goblog game peniru huuuu,"['goblok', 'game', 'tiru', 'hu']",negatif,negatif,TN
1663,"minus kebanyakan hero nama cina, susah ngafalin nya","['minus', 'banyak', 'hero', 'nama', 'china', 'susah', 'ngafalin']",negatif,negatif,TN
1664,suka,['suka'],positif,positif,TP
1665,"Halah tampilan nya masih bagus ml, mending lebih di modifikasi biar gak burik tampilannya","['halah', 'tampil', 'bagus', 'ml', 'mending', 'lebih', 'modifikasi', 'biar', 'tidak', 'burik', 'tampilanya']",negatif,negatif,TN
1669,Niruu mll woyy,"['plagiat', 'ml', 'woy']",negatif,negatif,TN
1670,Cakepan ml,"['cakep', 'ml']",negatif,negatif,TN
1673,hebat,['hebat'],positif,negatif,FN
1676,𝚂𝚊𝚗𝚐𝚊𝚝 𝚋𝚊𝚐𝚞𝚜,[],positif,positif,TP
1679,Mantap,['mantap'],positif,positif,TP
1683,Kacau ini game tier diamon ketemu tim ampas mulu,"['kacau', 'game', 'tier', 'diamond', 'ketemu', 'tim', 'ampas', 'mulu']",negatif,negatif,TN
1684,sangat bagus,"['sangat', 'bagus']",positif,positif,TP
1685,Game dengan voice chat terbagus pokoknya bisa nglahin ml,"['game', 'voice', 'chat', 'bagus', 'pokok', 'bisa', 'nglahin', 'ml']",positif,positif,TP
1686,bagus banget,"['bagus', 'banget']",positif,positif,TP
1688,game nya melebihi game sebelah😂 mantap lah ok,"['game', 'lebih', 'game', 'belah', 'mantap', 'oke']",positif,positif,TP
1693,asik sih,"['asik', 'sih']",positif,positif,TP
1694,Gasuka grafik nya buriq bagusan mlbb huu game buriq,"['gasuka', 'grafik', 'burik', 'bagus', 'mlbb', 'hu', 'game', 'burik']",negatif,negatif,TN
1695,Lebih gak lag daripada MLBB,"['lebih', 'tidak', 'lag', 'mlbb']",positif,negatif,FN
1697,seru,['seru'],positif,positif,TP
1698,muantap,['muantap'],positif,positif,TP
1699,game nya keren abis .....,"['game', 'keren', 'abis']",positif,positif,TP
1700,Bagus,['bagus'],positif,positif,TP
1703,Game nya bagus banget aku suka grafiknya bagus kali kalian wajib download nih,"['game', 'bagus', 'banget', 'suka', 'grafik', 'bagus', 'kali', 'wajib', 'download']",positif,positif,TP
1704,"TERBAIK GAME DARIPADA MOBILE LEGENDS, GRAFIK OKE","['baik', 'game', 'mobile', 'legends', 'grafik', 'oke']",positif,negatif,FN
1706,"Ringan, jarang lag, rekomendasi banget sih","['ringan', 'jarang', 'lag', 'rekomendasi', 'banget', 'sih']",positif,positif,TP
1708,keren mudah dipahami,"['keren', 'mudah', 'paham']",positif,positif,TP
1710,ok,['oke'],positif,positif,TP
1711,Ini saya sudah 2x top up tapi gagal. Saldo sudah tersedot. Tolong bantuannya,"['x', 'top', 'up', 'gagal', 'saldo', 'sedot', 'tolong', 'bantu']",negatif,negatif,TN
1714,Game nya susah sering kalah muluk jadi cepet bosen main nya,"['game', 'susah', 'sering', 'kalah', 'mulu', 'cepet', 'bosen', 'main']",negatif,negatif,TN
1715,GAME NYA BAGUS,"['game', 'bagus']",positif,positif,TP
1716,Jangan di download. Pas naik rank bakal dikasih tim bot kalian.,"['jangan', 'download', 'pas', 'naik', 'rank', 'kasih', 'tim', 'bot']",negatif,negatif,TN
1717,Plagiat,['plagiat'],negatif,negatif,TN
1719,Kurangin size nya,"['rangin', 'size']",negatif,negatif,TN
1720,Semoga lancar dan bagus,"['moga', 'lancar', 'bagus']",positif,positif,TP
1721,keren banget,"['keren', 'banget']",positif,positif,TP
1722,mantap,['mantap'],positif,positif,TP
1723,keren,['keren'],positif,positif,TP
1725,Game ini sangat bgus dan banyak skin gratisnya dan cara dapatnya cuman login aja,"['game', 'sangat', 'bagus', 'banyak', 'skin', 'gratis', 'dapat', 'cuman', 'login']",positif,positif,TP
1726,asik😄😄😄😄,['asik'],positif,positif,TP
1727,bagus dan simpel,"['bagus', 'simpel']",positif,positif,TP
1728,lebih bagus dari ml,"['lebih', 'bagus', 'ml']",positif,positif,TP
1730,mantap gamenya,"['mantap', 'gamenya']",positif,positif,TP
1731,"grafik nya majapahit,kaku gitu menurut gw yaa","['grafik', 'majapahit', 'kaku', 'gitu', 'ya']",negatif,negatif,TN
1736,keren,['keren'],positif,positif,TP
1737,Bagus,['bagus'],positif,positif,TP
1739,Ya game nya sangat bagus apalagi suaranya,"['ya', 'game', 'sangat', 'bagus', 'suara']",positif,positif,TP
1740,"Game parah ngga imbang sama sekali musuh di beri yang bisa main, lah gua di kasih beban mulu, sia"" rasanya top up di sini..","['game', 'parah', 'tidak', 'imbang', 'sekali', 'musuh', 'bisa', 'main', 'kasih', 'beban', 'mulu', 'sia', 'top', 'up']",negatif,negatif,TN
1741,keren,['keren'],positif,positif,TP
1742,bagus,['bagus'],positif,positif,TP
1744,lumayan,['lumayan'],positif,positif,TP
1745,Mantap,['mantap'],positif,positif,TP
1747,keren,['keren'],positif,positif,TP
1749,like,['like'],positif,positif,TP
1750,gamenya bagus dan tidak lag,"['gamenya', 'bagus', 'tidak', 'lag']",positif,positif,TP
1751,lebih seru ML,"['lebih', 'seru', 'ml']",negatif,positif,FP
1753,Game ny gak bagus game rusak,"['game', 'tidak', 'bagus', 'game', 'rusak']",negatif,negatif,TN
1754,GAME INI BAGUS DAN KEREN 👍👍👍,"['game', 'bagus', 'keren']",positif,positif,TP
1757,ok juga,['oke'],positif,positif,TP
1760,Gem nya plagiat,"['game', 'plagiat']",negatif,negatif,TN
1761,menyenangkan,['senang'],positif,positif,TP
1762,Mantap dah!,"['mantap', 'dah']",positif,positif,TP
1763,"Game burik,iklan pake nyenggol,plagiat wkwkwkwkw game apaan dah ini😹","['game', 'burikiklan', 'pake', 'nyengolplagiat', 'wkwkwkwkw', 'game', 'dah']",negatif,negatif,TN
1764,keren,['keren'],positif,positif,TP
1765,Gamenya Bagus Aku Sangat Suka,"['gamenya', 'bagus', 'sangat', 'suka']",positif,positif,TP
1768,game nya seru dan banyak teman mabar,"['game', 'seru', 'banyak', 'teman', 'main', 'bareng']",positif,positif,TP
1769,bagus,['bagus'],positif,positif,TP
1771,grafiknya lebih bagus dari mlbb,"['grafik', 'lebih', 'bagus', 'mlbb']",positif,positif,TP
1774,mending ml,"['mending', 'ml']",negatif,negatif,TN
1775,"tidak kikir, mantap","['tidak', 'pelit', 'mantap']",positif,positif,TP
1776,mantap,['mantap'],positif,positif,TP
1778,"Mantap,banyak skin gratis","['mantapbanyak', 'skin', 'gratis']",positif,positif,TP
1779,ok,['oke'],positif,positif,TP
1782,Bagus,['bagus'],positif,positif,TP
1783,Banyak dark system,"['banyak', 'dark', 'system']",negatif,negatif,TN
1788,bagus tapi lama kelamaan bosan hehe :),"['bagus', 'kelam', 'bosan', 'hehe']",negatif,positif,FP
1789,bagus,['bagus'],positif,positif,TP
1790,Game ga pelit 🫶🫶🫶,"['game', 'tidak', 'pelit']",positif,positif,TP
1791,Game Babi HD Nya Gk Keren Kek Ml,"['game', 'babi', 'hd', 'tidak', 'keren', 'ml']",negatif,negatif,TN
1793,Makasih game baik,"['makasih', 'game', 'baik']",positif,positif,TP
1794,game ini sangat tidak bagus,"['game', 'sangat', 'tidak', 'bagus']",negatif,positif,FP
1797,Game ini terlalu banyak BOT bermain di rank tinggi,"['game', 'banyak', 'bot', 'main', 'rank']",negatif,negatif,TN
1799,mantap,['mantap'],positif,positif,TP
1800,mohon tombol geraknya..g ada yg tetap,"['mohon', 'tombol', 'geraknyag']",negatif,negatif,TN
1802,bagus banget game nya,"['bagus', 'banget', 'game']",positif,positif,TP
1803,Mantap,['mantap'],positif,positif,TP
1804,Gila game ini ga ada dark sistemnya dan juga lebih bagus dari pada mobile legend,"['gila', 'game', 'tidak', 'dark', 'system', 'lebih', 'bagus', 'mobile', 'legend']",positif,negatif,FN
1806,mantap,['mantap'],positif,positif,TP
1810,"Keren gamenya, developernya juga ga pelit ngasih skin, ga kaya game sebelah, ngasih skin normal aja syaratnya bertele-tele banget😹🤭","['keren', 'gamenya', 'developer', 'tidak', 'pelit', 'ngasih', 'skin', 'tidak', 'game', 'belah', 'ngasih', 'skin', 'normal', 'syarat', 'berteletele', 'banget']",positif,positif,TP
1816,Banyak dark sistem,"['banyak', 'dark', 'system']",negatif,negatif,TN
1817,Game ini rekomended banget,"['game', 'rekomended', 'banget']",positif,positif,TP
1819,Gk suka aj,"['tidak', 'suka', 'aja']",negatif,negatif,TN
1820,game nya bagus👍👍,"['game', 'bagus']",positif,positif,TP
1821,Sinyal bagus ping bagus banyak hadiah buat player baru ini game bagus,"['sinyal', 'bagus', 'ping', 'bagus', 'banyak', 'hadiah', 'buat', 'player', 'baru', 'game', 'bagus']",positif,negatif,FN
1824,sangat baguss,"['sangat', 'bagus']",positif,positif,TP
1828,bagus,['bagus'],positif,positif,TP
1830,Mantap,['mantap'],positif,positif,TP
1831,bagus sih game nya menurut saya,"['bagus', 'sih', 'game']",positif,positif,TP
1832,Lebih seruan game ini daripada mlbb,"['lebih', 'seru', 'game', 'mlbb']",positif,positif,TP
1833,Seru bgt coy permainan ny mirip sama ml aku kasih bintang lima ya,"['seru', 'banget', 'coy', 'main', 'mirip', 'ml', 'kasih', 'bintang', 'ya']",positif,positif,TP
1835,tolong untuk HOK bisa ga kasih kawan yg adil buat player solo masa menang sekali doang,"['tolong', 'honor', 'of', 'kings', 'bisa', 'tidak', 'kasih', 'kawan', 'adil', 'buat', 'player', 'solo', 'menang', 'sekali', 'doang']",negatif,negatif,TN
1836,grafiknya keren,"['grafik', 'keren']",positif,positif,TP
1837,Game bagus 😍,"['game', 'bagus']",positif,positif,TP
1839,"Logind nya lama, truss klo bisa jangan niruin ml lahh awok","['masuk', 'bisa', 'jangan', 'niruin', 'ml', 'awok']",negatif,negatif,TN
1840,Sangat kurang bagus map nya,"['sangat', 'bagus', 'map']",negatif,positif,FP
1842,Game banyak skin bgs GK sprt ml,"['game', 'banyak', 'skin', 'bagus', 'tidak', 'ml']",positif,positif,TP
1845,game seruu,"['game', 'seru']",positif,positif,TP
1847,Sangat seru sekali main ini kalian harus cobain,"['sangat', 'seru', 'sekali', 'main', 'cobain']",positif,positif,TP
1849,keren aku bahkan dah top up,"['keren', 'dah', 'top', 'up']",positif,negatif,FN
1852,"Maap ah mau hapus lagi aja, ngelag nya kaga tahan, lebih parah dari game sebelah.. bahkan di lobby pun ngelag, gamenya oke cuma ngelag Mulu anjim","['map', 'ah', 'hapus', 'ngelag', 'tidak', 'tahan', 'lebih', 'parah', 'game', 'belah', 'beranda', 'ngelag', 'gamenya', 'oke', 'ngelag', 'mulu', 'anjing']",negatif,negatif,TN
1855,Ribet,['ribet'],negatif,positif,FP
1857,"Kenapa jadi mentok di loading om, awal"" lnacar","['mentok', 'loading', 'om', 'lnacar']",negatif,negatif,TN
1858,seru sihh,"['seru', 'sih']",positif,positif,TP
1859,Mohon Perbaiki bug analog bug nya sangat menggangu,"['mohon', 'baik', 'bug', 'analog', 'bug', 'sangat', 'ganggu']",negatif,negatif,TN
1865,"emblem, build, grafis, gameplay harus lebih smooth lagi gerakannya","['emblem', 'build', 'grafik', 'gameplay', 'lebih', 'halus', 'gera']",negatif,positif,FP
1866,keren,['keren'],positif,positif,TP
1867,baguss,['bagus'],positif,positif,TP
1868,mantappp,['mantap'],positif,positif,TP
1872,menyenangkan dan sangat seru,"['senang', 'sangat', 'seru']",positif,positif,TP
1874,bagus lah banget heronya Banyak Monster Jungle Juga,"['bagus', 'banget', 'hero', 'banyak', 'monster', 'jungle']",positif,positif,TP
1877,mantapppppp,['mantap'],positif,positif,TP
1880,oke,['oke'],positif,positif,TP
1881,jelek,['jelek'],negatif,negatif,TN
1882,Banyak makan paket data game nya meskipun udah di download semua,"['banyak', 'makan', 'paket', 'data', 'game', 'udah', 'download', 'semua']",negatif,negatif,TN
1883,oke,['oke'],positif,positif,TP
1884,Tingkatkan lagi kualitas dan kuantitas nya hok.,"['tingkat', 'kualitas', 'kuantitas', 'honor', 'of', 'kings']",negatif,negatif,TN
1885,mantap,['mantap'],positif,positif,TP
1886,tolong perbaiki jaringan kadang hijau kadang Kuning tiba merah sering frame lagi asik war tiba sinyal merah tolong jaringan di perbaiki terima kasih,"['tolong', 'baik', 'jaring', 'kadang', 'hijau', 'kadang', 'kuning', 'merah', 'sering', 'frame', 'asik', 'war', 'sinyal', 'merah', 'tolong', 'jaring', 'baik', 'terima', 'kasih']",negatif,negatif,TN
1888,sangat cocok untuk saya,"['sangat', 'cocok']",positif,positif,TP
1889,bagus aja,['bagus'],positif,positif,TP
1890,jelek ngeleg,"['jelek', 'ngelag']",negatif,negatif,TN
1894,saya suka,['suka'],positif,positif,TP
1895,"Sedikit ngelag kak, tolong perbaiki lagi jaringannya","['ngelag', 'kak', 'tolong', 'baik', 'jaring']",negatif,negatif,TN
1900,bagus,['bagus'],positif,positif,TP
1901,mantap,['mantap'],positif,positif,TP
1904,bagus seru,"['bagus', 'seru']",positif,positif,TP
1906,Bagus,['bagus'],positif,positif,TP
1909,baik,['baik'],positif,positif,TP
1916,game ngikutin gw kasih 0 burik banyak iklan mending ml dasar game ngikutin huu,"['game', 'ngikutin', 'kasih', 'burik', 'banyak', 'iklan', 'mending', 'ml', 'dasar', 'game', 'ngikutin', 'hu']",negatif,negatif,TN
1917,KEREN,['keren'],positif,positif,TP
1921,Combo skill kaku banget! Damage per hero gak balance.,"['combo', 'skill', 'kaku', 'banget', 'damage', 'hero', 'tidak', 'balance']",negatif,negatif,TN
1922,Pergerakan karakter masih kaku dan untuk map nya bisa ditingkatkan grafik nya,"['gera', 'karakter', 'kaku', 'map', 'bisa', 'tingkat', 'grafik']",negatif,negatif,TN
1923,lebih baik,"['lebih', 'baik']",positif,positif,TP
1924,bagus dan aku suka,"['bagus', 'suka']",positif,positif,TP
1925,Game bagus dan seru,"['game', 'bagus', 'seru']",positif,positif,TP
1926,Ml lebih bagus,"['ml', 'lebih', 'bagus']",negatif,positif,FP
1928,Minimal kalo mau niru mobile legens lancar lah game nya di loby lag bangr,"['minimal', 'plagiat', 'mobile', 'legends', 'lancar', 'game', 'beranda', 'lag', 'banget']",negatif,negatif,TN
1929,"game ini kereeeen ,,,,","['game', 'keren']",positif,positif,TP
1930,"Sehat sehat game baik, ga pelit lagi 😋.","['sehat', 'sehat', 'game', 'baik', 'tidak', 'pelit']",positif,positif,TP
1931,Sip game baguss aku suka,"['sip', 'game', 'bagus', 'suka']",positif,positif,TP
1934,Aku gak suka lebih suka ml,"['tidak', 'suka', 'lebih', 'suka', 'ml']",negatif,positif,FP
1935,bagus,['bagus'],positif,positif,TP
1936,Mantap Kali !!!,"['mantap', 'kali']",positif,positif,TP
1937,Game nya bagus,"['game', 'bagus']",positif,positif,TP
1938,Gem Nya Sangat bagus,"['game', 'sangat', 'bagus']",positif,positif,TP
