,content,lower_case,clean_1,clean_2,normalized,tokens,stopword,stemming,sentimen
1731,"grafik nya majapahit,kaku gitu menurut gw yaa","grafik nya majapahit,kaku gitu menurut gw yaa",grafik nya majapahitkaku gitu menurut gw yaa,grafik nya majapahitkaku gitu menurut gw ya,grafik nya majapahit kaku gitu menurut gw ya,"['grafik', 'nya', 'majapahit', 'kaku', 'gitu', 'menurut', 'gw', 'ya']","['grafik', 'majapahit', 'kaku', 'gitu', 'ya']","['grafik', 'majapahit', 'kaku', 'gitu', 'ya']",2.0
1736,keren,keren,keren,keren,keren,['keren'],['keren'],['keren'],1.0
1737,Bagus,bagus,bagus,bagus,bagus,['bagus'],['bagus'],['bagus'],1.0
1739,Ya game nya sangat bagus apalagi suaranya,ya game nya sangat bagus apalagi suaranya,ya game nya sangat bagus apalagi suaranya,ya game nya sangat bagus apalagi suaranya,ya game nya sangat bagus apalagi suaranya,"['ya', 'game', 'nya', 'sangat', 'bagus', 'apalagi', 'suaranya']","['ya', 'game', 'sangat', 'bagus', 'suaranya']","['ya', 'game', 'sangat', 'bagus', 'suara']",1.0
1740,"Game parah ngga imbang sama sekali musuh di beri yang bisa main, lah gua di kasih beban mulu, sia"" rasanya top up di sini..","game parah ngga imbang sama sekali musuh di beri yang bisa main, lah gua di kasih beban mulu, sia"" rasanya top up di sini..",game parah ngga imbang sama sekali musuh di beri yang bisa main lah gua di kasih beban mulu sia rasanya top up di sini,game parah nga imbang sama sekali musuh di beri yang bisa main lah gua di kasih beban mulu sia rasanya top up di sini,game parah tidak imbang sama sekali musuh di beri yang bisa main lah gua di kasih beban mulu sia rasanya top up di sini,"['game', 'parah', 'tidak', 'imbang', 'sama', 'sekali', 'musuh', 'di', 'beri', 'yang', 'bisa', 'main', 'lah', 'gua', 'di', 'kasih', 'beban', 'mulu', 'sia', 'rasanya', 'top', 'up', 'di', 'sini']","['game', 'parah', 'tidak', 'imbang', 'sekali', 'musuh', 'bisa', 'main', 'kasih', 'beban', 'mulu', 'sia', 'top', 'up']","['game', 'parah', 'tidak', 'imbang', 'sekali', 'musuh', 'bisa', 'main', 'kasih', 'beban', 'mulu', 'sia', 'top', 'up']",2.0
1741,keren,keren,keren,keren,keren,['keren'],['keren'],['keren'],1.0
1742,bagus,bagus,bagus,bagus,bagus,['bagus'],['bagus'],['bagus'],1.0
1744,lumayan,lumayan,lumayan,lumayan,lumayan,['lumayan'],['lumayan'],['lumayan'],1.0
1745,Mantap,mantap,mantap,mantap,mantap,['mantap'],['mantap'],['mantap'],1.0
1747,keren,keren,keren,keren,keren,['keren'],['keren'],['keren'],1.0
1749,like,like,like,like,like,['like'],['like'],['like'],1.0
1750,gamenya bagus dan tidak lag,gamenya bagus dan tidak lag,gamenya bagus dan tidak lag,gamenya bagus dan tidak lag,gamenya bagus dan tidak lag,"['gamenya', 'bagus', 'dan', 'tidak', 'lag']","['gamenya', 'bagus', 'tidak', 'lag']","['gamenya', 'bagus', 'tidak', 'lag']",1.0
1751,lebih seru ML,lebih seru ml,lebih seru ml,lebih seru ml,lebih seru ml,"['lebih', 'seru', 'ml']","['lebih', 'seru', 'ml']","['lebih', 'seru', 'ml']",2.0
1753,Game ny gak bagus game rusak,game ny gak bagus game rusak,game ny gak bagus game rusak,game ny gak bagus game rusak,game nya tidak bagus game rusak,"['game', 'nya', 'tidak', 'bagus', 'game', 'rusak']","['game', 'tidak', 'bagus', 'game', 'rusak']","['game', 'tidak', 'bagus', 'game', 'rusak']",2.0
1754,GAME INI BAGUS DAN KEREN 👍👍👍,game ini bagus dan keren 👍👍👍,game ini bagus dan keren ,game ini bagus dan keren ,game ini bagus dan keren,"['game', 'ini', 'bagus', 'dan', 'keren']","['game', 'bagus', 'keren']","['game', 'bagus', 'keren']",1.0
1757,ok juga,ok juga,ok juga,ok juga,oke juga,"['oke', 'juga']",['oke'],['oke'],1.0
1760,Gem nya plagiat,gem nya plagiat,gem nya plagiat,gem nya plagiat,game nya plagiat,"['game', 'nya', 'plagiat']","['game', 'plagiat']","['game', 'plagiat']",2.0
1761,menyenangkan,menyenangkan,menyenangkan,menyenangkan,menyenangkan,['menyenangkan'],['menyenangkan'],['senang'],1.0
1762,Mantap dah!,mantap dah!,mantap dah,mantap dah,mantap dah,"['mantap', 'dah']","['mantap', 'dah']","['mantap', 'dah']",1.0
1763,"Game burik,iklan pake nyenggol,plagiat wkwkwkwkw game apaan dah ini😹","game burik,iklan pake nyenggol,plagiat wkwkwkwkw game apaan dah ini😹",game burikiklan pake nyenggolplagiat wkwkwkwkw game apaan dah ini,game burikiklan pake nyengolplagiat wkwkwkwkw game apan dah ini,game burikiklan pake nyengolplagiat wkwkwkwkw game apaan dah ini,"['game', 'burikiklan', 'pake', 'nyengolplagiat', 'wkwkwkwkw', 'game', 'apaan', 'dah', 'ini']","['game', 'burikiklan', 'pake', 'nyengolplagiat', 'wkwkwkwkw', 'game', 'dah']","['game', 'burikiklan', 'pake', 'nyengolplagiat', 'wkwkwkwkw', 'game', 'dah']",2.0
1764,keren,keren,keren,keren,keren,['keren'],['keren'],['keren'],1.0
1765,Gamenya Bagus Aku Sangat Suka,gamenya bagus aku sangat suka,gamenya bagus aku sangat suka,gamenya bagus aku sangat suka,gamenya bagus aku sangat suka,"['gamenya', 'bagus', 'aku', 'sangat', 'suka']","['gamenya', 'bagus', 'sangat', 'suka']","['gamenya', 'bagus', 'sangat', 'suka']",1.0
1768,game nya seru dan banyak teman mabar,game nya seru dan banyak teman mabar,game nya seru dan banyak teman mabar,game nya seru dan banyak teman mabar,game nya seru dan banyak teman main bareng,"['game', 'nya', 'seru', 'dan', 'banyak', 'teman', 'main', 'bareng']","['game', 'seru', 'banyak', 'teman', 'main', 'bareng']","['game', 'seru', 'banyak', 'teman', 'main', 'bareng']",1.0
1769,bagus,bagus,bagus,bagus,bagus,['bagus'],['bagus'],['bagus'],1.0
1771,grafiknya lebih bagus dari mlbb,grafiknya lebih bagus dari mlbb,grafiknya lebih bagus dari mlbb,grafiknya lebih bagus dari mlb,grafiknya lebih bagus dari mlbb,"['grafiknya', 'lebih', 'bagus', 'dari', 'mlbb']","['grafiknya', 'lebih', 'bagus', 'mlbb']","['grafik', 'lebih', 'bagus', 'mlbb']",1.0
1774,mending ml,mending ml,mending ml,mending ml,mending ml,"['mending', 'ml']","['mending', 'ml']","['mending', 'ml']",2.0
1775,"tidak kikir, mantap","tidak kikir, mantap",tidak kikir mantap,tidak kikir mantap,tidak pelit mantap,"['tidak', 'pelit', 'mantap']","['tidak', 'pelit', 'mantap']","['tidak', 'pelit', 'mantap']",1.0
1776,mantap,mantap,mantap,mantap,mantap,['mantap'],['mantap'],['mantap'],1.0
1778,"Mantap,banyak skin gratis","mantap,banyak skin gratis",mantapbanyak skin gratis,mantapbanyak skin gratis,mantapbanyak skin gratis,"['mantapbanyak', 'skin', 'gratis']","['mantapbanyak', 'skin', 'gratis']","['mantapbanyak', 'skin', 'gratis']",1.0
1779,ok,ok,ok,ok,oke,['oke'],['oke'],['oke'],1.0
1782,Bagus,bagus,bagus,bagus,bagus,['bagus'],['bagus'],['bagus'],1.0
1783,Banyak dark system,banyak dark system,banyak dark system,banyak dark system,banyak dark system,"['banyak', 'dark', 'system']","['banyak', 'dark', 'system']","['banyak', 'dark', 'system']",2.0
1788,bagus tapi lama kelamaan bosan hehe :),bagus tapi lama kelamaan bosan hehe :),bagus tapi lama kelamaan bosan hehe ,bagus tapi lama kelaman bosan hehe ,bagus tapi lama kelaman bosan hehe,"['bagus', 'tapi', 'lama', 'kelaman', 'bosan', 'hehe']","['bagus', 'kelaman', 'bosan', 'hehe']","['bagus', 'kelam', 'bosan', 'hehe']",2.0
1789,bagus,bagus,bagus,bagus,bagus,['bagus'],['bagus'],['bagus'],1.0
1790,Game ga pelit 🫶🫶🫶,game ga pelit 🫶🫶🫶,game ga pelit ,game ga pelit ,game tidak pelit,"['game', 'tidak', 'pelit']","['game', 'tidak', 'pelit']","['game', 'tidak', 'pelit']",1.0
1791,Game Babi HD Nya Gk Keren Kek Ml,game babi hd nya gk keren kek ml,game babi hd nya gk keren kek ml,game babi hd nya gk keren kek ml,game babi hd nya tidak keren seperti ml,"['game', 'babi', 'hd', 'nya', 'tidak', 'keren', 'seperti', 'ml']","['game', 'babi', 'hd', 'tidak', 'keren', 'ml']","['game', 'babi', 'hd', 'tidak', 'keren', 'ml']",2.0
1793,Makasih game baik,makasih game baik,makasih game baik,makasih game baik,makasih game baik,"['makasih', 'game', 'baik']","['makasih', 'game', 'baik']","['makasih', 'game', 'baik']",1.0
1794,game ini sangat tidak bagus,game ini sangat tidak bagus,game ini sangat tidak bagus,game ini sangat tidak bagus,game ini sangat tidak bagus,"['game', 'ini', 'sangat', 'tidak', 'bagus']","['game', 'sangat', 'tidak', 'bagus']","['game', 'sangat', 'tidak', 'bagus']",2.0
1797,Game ini terlalu banyak BOT bermain di rank tinggi,game ini terlalu banyak bot bermain di rank tinggi,game ini terlalu banyak bot bermain di rank tinggi,game ini terlalu banyak bot bermain di rank tingi,game ini terlalu banyak bot bermain di rank tinggi,"['game', 'ini', 'terlalu', 'banyak', 'bot', 'bermain', 'di', 'rank', 'tinggi']","['game', 'banyak', 'bot', 'bermain', 'rank']","['game', 'banyak', 'bot', 'main', 'rank']",2.0
1799,mantap,mantap,mantap,mantap,mantap,['mantap'],['mantap'],['mantap'],1.0
1800,mohon tombol geraknya..g ada yg tetap,mohon tombol geraknya..g ada yg tetap,mohon tombol geraknyag ada yg tetap,mohon tombol geraknyag ada yg tetap,mohon tombol geraknyag ada yang tetap,"['mohon', 'tombol', 'geraknyag', 'ada', 'yang', 'tetap']","['mohon', 'tombol', 'geraknyag']","['mohon', 'tombol', 'geraknyag']",2.0
1802,bagus banget game nya,bagus banget game nya,bagus banget game nya,bagus banget game nya,bagus banget game nya,"['bagus', 'banget', 'game', 'nya']","['bagus', 'banget', 'game']","['bagus', 'banget', 'game']",1.0
1803,Mantap,mantap,mantap,mantap,mantap,['mantap'],['mantap'],['mantap'],1.0
1804,Gila game ini ga ada dark sistemnya dan juga lebih bagus dari pada mobile legend,gila game ini ga ada dark sistemnya dan juga lebih bagus dari pada mobile legend,gila game ini ga ada dark sistemnya dan juga lebih bagus dari pada mobile legend,gila game ini ga ada dark sistemnya dan juga lebih bagus dari pada mobile legend,gila game ini tidak ada dark system nya dan juga lebih bagus dari pada mobile legend,"['gila', 'game', 'ini', 'tidak', 'ada', 'dark', 'system', 'nya', 'dan', 'juga', 'lebih', 'bagus', 'dari', 'pada', 'mobile', 'legend']","['gila', 'game', 'tidak', 'dark', 'system', 'lebih', 'bagus', 'mobile', 'legend']","['gila', 'game', 'tidak', 'dark', 'system', 'lebih', 'bagus', 'mobile', 'legend']",1.0
1806,mantap,mantap,mantap,mantap,mantap,['mantap'],['mantap'],['mantap'],1.0
1810,"Keren gamenya, developernya juga ga pelit ngasih skin, ga kaya game sebelah, ngasih skin normal aja syaratnya bertele-tele banget😹🤭","keren gamenya, developernya juga ga pelit ngasih skin, ga kaya game sebelah, ngasih skin normal aja syaratnya bertele-tele banget😹🤭",keren gamenya developernya juga ga pelit ngasih skin ga kaya game sebelah ngasih skin normal aja syaratnya berteletele banget,keren gamenya developernya juga ga pelit ngasih skin ga kaya game sebelah ngasih skin normal aja syaratnya berteletele banget,keren gamenya developernya juga tidak pelit ngasih skin tidak seperti game sebelah ngasih skin normal saja syaratnya berteletele banget,"['keren', 'gamenya', 'developernya', 'juga', 'tidak', 'pelit', 'ngasih', 'skin', 'tidak', 'seperti', 'game', 'sebelah', 'ngasih', 'skin', 'normal', 'saja', 'syaratnya', 'berteletele', 'banget']","['keren', 'gamenya', 'developernya', 'tidak', 'pelit', 'ngasih', 'skin', 'tidak', 'game', 'sebelah', 'ngasih', 'skin', 'normal', 'syaratnya', 'berteletele', 'banget']","['keren', 'gamenya', 'developer', 'tidak', 'pelit', 'ngasih', 'skin', 'tidak', 'game', 'belah', 'ngasih', 'skin', 'normal', 'syarat', 'berteletele', 'banget']",1.0
1816,Banyak dark sistem,banyak dark sistem,banyak dark sistem,banyak dark sistem,banyak dark system,"['banyak', 'dark', 'system']","['banyak', 'dark', 'system']","['banyak', 'dark', 'system']",2.0
1817,Game ini rekomended banget,game ini rekomended banget,game ini rekomended banget,game ini rekomended banget,game ini rekomended banget,"['game', 'ini', 'rekomended', 'banget']","['game', 'rekomended', 'banget']","['game', 'rekomended', 'banget']",1.0
1819,Gk suka aj,gk suka aj,gk suka aj,gk suka aj,tidak suka aja,"['tidak', 'suka', 'aja']","['tidak', 'suka', 'aja']","['tidak', 'suka', 'aja']",2.0
1820,game nya bagus👍👍,game nya bagus👍👍,game nya bagus,game nya bagus,game nya bagus,"['game', 'nya', 'bagus']","['game', 'bagus']","['game', 'bagus']",1.0
1821,Sinyal bagus ping bagus banyak hadiah buat player baru ini game bagus,sinyal bagus ping bagus banyak hadiah buat player baru ini game bagus,sinyal bagus ping bagus banyak hadiah buat player baru ini game bagus,sinyal bagus ping bagus banyak hadiah buat player baru ini game bagus,sinyal bagus ping bagus banyak hadiah buat player baru ini game bagus,"['sinyal', 'bagus', 'ping', 'bagus', 'banyak', 'hadiah', 'buat', 'player', 'baru', 'ini', 'game', 'bagus']","['sinyal', 'bagus', 'ping', 'bagus', 'banyak', 'hadiah', 'buat', 'player', 'baru', 'game', 'bagus']","['sinyal', 'bagus', 'ping', 'bagus', 'banyak', 'hadiah', 'buat', 'player', 'baru', 'game', 'bagus']",1.0
1824,sangat baguss,sangat baguss,sangat baguss,sangat bagus,sangat bagus,"['sangat', 'bagus']","['sangat', 'bagus']","['sangat', 'bagus']",1.0
1828,bagus,bagus,bagus,bagus,bagus,['bagus'],['bagus'],['bagus'],1.0
1830,Mantap,mantap,mantap,mantap,mantap,['mantap'],['mantap'],['mantap'],1.0
1831,bagus sih game nya menurut saya,bagus sih game nya menurut saya,bagus sih game nya menurut saya,bagus sih game nya menurut saya,bagus sih game nya menurut saya,"['bagus', 'sih', 'game', 'nya', 'menurut', 'saya']","['bagus', 'sih', 'game']","['bagus', 'sih', 'game']",1.0
1832,Lebih seruan game ini daripada mlbb,lebih seruan game ini daripada mlbb,lebih seruan game ini daripada mlbb,lebih seruan game ini daripada mlb,lebih seruan game ini daripada mlbb,"['lebih', 'seruan', 'game', 'ini', 'daripada', 'mlbb']","['lebih', 'seruan', 'game', 'mlbb']","['lebih', 'seru', 'game', 'mlbb']",1.0
1833,Seru bgt coy permainan ny mirip sama ml aku kasih bintang lima ya,seru bgt coy permainan ny mirip sama ml aku kasih bintang lima ya,seru bgt coy permainan ny mirip sama ml aku kasih bintang lima ya,seru bgt coy permainan ny mirip sama ml aku kasih bintang lima ya,seru banget coy permainan nya mirip sama ml aku kasih bintang lima ya,"['seru', 'banget', 'coy', 'permainan', 'nya', 'mirip', 'sama', 'ml', 'aku', 'kasih', 'bintang', 'lima', 'ya']","['seru', 'banget', 'coy', 'permainan', 'mirip', 'ml', 'kasih', 'bintang', 'ya']","['seru', 'banget', 'coy', 'main', 'mirip', 'ml', 'kasih', 'bintang', 'ya']",1.0
1835,tolong untuk HOK bisa ga kasih kawan yg adil buat player solo masa menang sekali doang,tolong untuk hok bisa ga kasih kawan yg adil buat player solo masa menang sekali doang,tolong untuk hok bisa ga kasih kawan yg adil buat player solo masa menang sekali doang,tolong untuk hok bisa ga kasih kawan yg adil buat player solo masa menang sekali doang,tolong untuk honor of kings bisa tidak kasih kawan yang adil buat player solo masa menang sekali doang,"['tolong', 'untuk', 'honor', 'of', 'kings', 'bisa', 'tidak', 'kasih', 'kawan', 'yang', 'adil', 'buat', 'player', 'solo', 'masa', 'menang', 'sekali', 'doang']","['tolong', 'honor', 'of', 'kings', 'bisa', 'tidak', 'kasih', 'kawan', 'adil', 'buat', 'player', 'solo', 'menang', 'sekali', 'doang']","['tolong', 'honor', 'of', 'kings', 'bisa', 'tidak', 'kasih', 'kawan', 'adil', 'buat', 'player', 'solo', 'menang', 'sekali', 'doang']",2.0
1836,grafiknya keren,grafiknya keren,grafiknya keren,grafiknya keren,grafiknya keren,"['grafiknya', 'keren']","['grafiknya', 'keren']","['grafik', 'keren']",1.0
1837,Game bagus 😍,game bagus 😍,game bagus ,game bagus ,game bagus,"['game', 'bagus']","['game', 'bagus']","['game', 'bagus']",1.0
1839,"Logind nya lama, truss klo bisa jangan niruin ml lahh awok","logind nya lama, truss klo bisa jangan niruin ml lahh awok",logind nya lama truss klo bisa jangan niruin ml lahh awok,logind nya lama trus klo bisa jangan niruin ml lah awok,masuk nya lama terus kalau bisa jangan niruin ml lah awok,"['masuk', 'nya', 'lama', 'terus', 'kalau', 'bisa', 'jangan', 'niruin', 'ml', 'lah', 'awok']","['masuk', 'bisa', 'jangan', 'niruin', 'ml', 'awok']","['masuk', 'bisa', 'jangan', 'niruin', 'ml', 'awok']",2.0
1840,Sangat kurang bagus map nya,sangat kurang bagus map nya,sangat kurang bagus map nya,sangat kurang bagus map nya,sangat kurang bagus map nya,"['sangat', 'kurang', 'bagus', 'map', 'nya']","['sangat', 'bagus', 'map']","['sangat', 'bagus', 'map']",2.0
1842,Game banyak skin bgs GK sprt ml,game banyak skin bgs gk sprt ml,game banyak skin bgs gk sprt ml,game banyak skin bgs gk sprt ml,game banyak skin bagus tidak seperti ml,"['game', 'banyak', 'skin', 'bagus', 'tidak', 'seperti', 'ml']","['game', 'banyak', 'skin', 'bagus', 'tidak', 'ml']","['game', 'banyak', 'skin', 'bagus', 'tidak', 'ml']",1.0
1845,game seruu,game seruu,game seruu,game seru,game seru,"['game', 'seru']","['game', 'seru']","['game', 'seru']",1.0
1847,Sangat seru sekali main ini kalian harus cobain,sangat seru sekali main ini kalian harus cobain,sangat seru sekali main ini kalian harus cobain,sangat seru sekali main ini kalian harus cobain,sangat seru sekali main ini kalian harus cobain,"['sangat', 'seru', 'sekali', 'main', 'ini', 'kalian', 'harus', 'cobain']","['sangat', 'seru', 'sekali', 'main', 'cobain']","['sangat', 'seru', 'sekali', 'main', 'cobain']",1.0
1849,keren aku bahkan dah top up,keren aku bahkan dah top up,keren aku bahkan dah top up,keren aku bahkan dah top up,keren aku bahkan dah top up,"['keren', 'aku', 'bahkan', 'dah', 'top', 'up']","['keren', 'dah', 'top', 'up']","['keren', 'dah', 'top', 'up']",1.0
1852,"Maap ah mau hapus lagi aja, ngelag nya kaga tahan, lebih parah dari game sebelah.. bahkan di lobby pun ngelag, gamenya oke cuma ngelag Mulu anjim","maap ah mau hapus lagi aja, ngelag nya kaga tahan, lebih parah dari game sebelah.. bahkan di lobby pun ngelag, gamenya oke cuma ngelag mulu anjim",maap ah mau hapus lagi aja ngelag nya kaga tahan lebih parah dari game sebelah bahkan di lobby pun ngelag gamenya oke cuma ngelag mulu anjim,map ah mau hapus lagi aja ngelag nya kaga tahan lebih parah dari game sebelah bahkan di loby pun ngelag gamenya oke cuma ngelag mulu anjim,map ah mau hapus lagi saja ngelag nya tidak tahan lebih parah dari game sebelah bahkan di beranda pun ngelag gamenya oke cuma ngelag mulu anjing,"['map', 'ah', 'mau', 'hapus', 'lagi', 'saja', 'ngelag', 'nya', 'tidak', 'tahan', 'lebih', 'parah', 'dari', 'game', 'sebelah', 'bahkan', 'di', 'beranda', 'pun', 'ngelag', 'gamenya', 'oke', 'cuma', 'ngelag', 'mulu', 'anjing']","['map', 'ah', 'hapus', 'ngelag', 'tidak', 'tahan', 'lebih', 'parah', 'game', 'sebelah', 'beranda', 'ngelag', 'gamenya', 'oke', 'ngelag', 'mulu', 'anjing']","['map', 'ah', 'hapus', 'ngelag', 'tidak', 'tahan', 'lebih', 'parah', 'game', 'belah', 'beranda', 'ngelag', 'gamenya', 'oke', 'ngelag', 'mulu', 'anjing']",2.0
1855,Ribet,ribet,ribet,ribet,ribet,['ribet'],['ribet'],['ribet'],2.0
1857,"Kenapa jadi mentok di loading om, awal"" lnacar","kenapa jadi mentok di loading om, awal"" lnacar",kenapa jadi mentok di loading om awal lnacar,kenapa jadi mentok di loading om awal lnacar,kenapa jadi mentok di loading om awal lnacar,"['kenapa', 'jadi', 'mentok', 'di', 'loading', 'om', 'awal', 'lnacar']","['mentok', 'loading', 'om', 'lnacar']","['mentok', 'loading', 'om', 'lnacar']",2.0
1858,seru sihh,seru sihh,seru sihh,seru sih,seru sih,"['seru', 'sih']","['seru', 'sih']","['seru', 'sih']",1.0
1859,Mohon Perbaiki bug analog bug nya sangat menggangu,mohon perbaiki bug analog bug nya sangat menggangu,mohon perbaiki bug analog bug nya sangat menggangu,mohon perbaiki bug analog bug nya sangat mengangu,mohon perbaiki bug analog bug nya sangat mengganggu,"['mohon', 'perbaiki', 'bug', 'analog', 'bug', 'nya', 'sangat', 'mengganggu']","['mohon', 'perbaiki', 'bug', 'analog', 'bug', 'sangat', 'mengganggu']","['mohon', 'baik', 'bug', 'analog', 'bug', 'sangat', 'ganggu']",2.0
